SUID	AverageShortestPathLength	BetweennessCentrality	ClosenessCentrality	ClusteringCoefficient	Degree	Eccentricity	Group	IsSingleNode	name	NeighborhoodConnectivity	New_Name	NumberOfDirectedEdges	NumberOfUndirectedEdges	PartnerOfMultiEdgedNodePairs	Radiality	selected	SelfLoops	shared name	Stress	TopologicalCoefficient
16571	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B69:Clostridiales	128.3076923	ASV_B69	13	0	0	0.80290909	FALSE	0	ASV_B69:Clostridiales	40590	0.50319246
16573	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B176:Clostridiales	132.5	ASV_B176	12	0	0	0.8	FALSE	0	ASV_B176:Clostridiales	36652	0.5218254
16575	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B80:Clostridiales	128.3076923	ASV_B80	13	0	0	0.80290909	FALSE	0	ASV_B80:Clostridiales	40590	0.50319246
16577	2.15272727	5.54E-04	0.46452703	0	7	4	Western Lowland Gorilla	FALSE	ASV_B273:Clostridiales	153	ASV_B273	7	0	0	0.76945455	FALSE	0	ASV_B273:Clostridiales	12100	0.6440678
16579	2.10181818	8.40E-04	0.47577855	0	9	4	Western Lowland Gorilla	FALSE	ASV_B667:Clostridiales	140.7777778	ASV_B667	9	0	0	0.77963636	FALSE	0	ASV_B667:Clostridiales	19728	0.57999078
16659	2.24	2.79E-04	0.44642857	0	5	4	Western Lowland Gorilla	FALSE	ASV_B563:Clostridiales	161.8	ASV_B563	5	0	0	0.752	FALSE	0	ASV_B563:Clostridiales	5656	0.71150442
16665	2.28363636	1.73E-04	0.43789809	0	4	4	Western Lowland Gorilla	FALSE	ASV_B669:Clostridiales	166.75	ASV_B669	4	0	0	0.74327273	FALSE	0	ASV_B669:Clostridiales	3386	0.75
16668	2.31272727	9.51E-05	0.43238994	0	3	4	Western Lowland Gorilla	FALSE	ASV_B367:Clostridiales	181.3333333	ASV_B367	3	0	0	0.73745455	FALSE	0	ASV_B367:Clostridiales	1646	0.82721713
16712	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B743:Clostridiales	208	ASV_B743	1	0	0	0.71854545	FALSE	0	ASV_B743:Clostridiales	0	0
16716	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B756:Clostridiales	208	ASV_B756	1	0	0	0.71854545	FALSE	0	ASV_B756:Clostridiales	0	0
16722	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B146:Mogibacteriaceae	132.5	ASV_B146	12	0	0	0.8	FALSE	0	ASV_B146:Mogibacteriaceae	36652	0.5218254
16724	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B76:Mogibacteriaceae	132.5	ASV_B76	12	0	0	0.8	FALSE	0	ASV_B76:Mogibacteriaceae	36652	0.5218254
16726	2.02181818	0.00126724	0.49460432	0	11	4	Western Lowland Gorilla	FALSE	ASV_B393:Mogibacteriaceae	138.3636364	ASV_B393	11	0	0	0.79563636	FALSE	0	ASV_B393:Mogibacteriaceae	30490	0.54945455
16728	2	0.0054121	0.5	0	13	4	Western Lowland Gorilla	FALSE	ASV_B435:Mogibacteriaceae	119.8461539	ASV_B435	13	0	0	0.8	FALSE	0	ASV_B435:Mogibacteriaceae	40044	0.47349065
16730	2.19636364	4.24E-04	0.45529801	0	6	4	Western Lowland Gorilla	FALSE	ASV_B772:Mogibacteriaceae	152.6666667	ASV_B772	6	0	0	0.76072727	FALSE	0	ASV_B772:Mogibacteriaceae	9048	0.65656566
16764	2.36363636	4.21E-05	0.42307692	0	2	4	Western Lowland Gorilla	FALSE	ASV_B600:Mogibacteriaceae	181.5	ASV_B600	2	0	0	0.72727273	FALSE	0	ASV_B600:Mogibacteriaceae	708	0.85141509
16766	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B451:Mogibacteriaceae	194.5	ASV_B451	2	0	0	0.72872727	FALSE	0	ASV_B451:Mogibacteriaceae	476	0.9084507
16787	2.23272727	2.87E-04	0.44788274	0	5	4	Western Lowland Gorilla	FALSE	ASV_B186:Mogibacterium	163.8	ASV_B186	5	0	0	0.75345455	FALSE	0	ASV_B186:Mogibacterium	5700	0.71718062
16793	2.05090909	0.00119859	0.48758865	0	10	4	Western Lowland Gorilla	FALSE	ASV_B207:Christensenellaceae	135.5	ASV_B207	10	0	0	0.78981818	FALSE	0	ASV_B207:Christensenellaceae	27484	0.54453441
16795	2.08727273	9.21E-04	0.47909408	0	10	4	Western Lowland Gorilla	FALSE	ASV_B568:Christensenellaceae	138.4	ASV_B568	10	0	0	0.78254545	FALSE	0	ASV_B568:Christensenellaceae	21770	0.5677686
16800	2.13818182	6.52E-04	0.46768707	0	8	4	Western Lowland Gorilla	FALSE	ASV_B670:Christensenellaceae	146.625	ASV_B670	8	0	0	0.77236364	FALSE	0	ASV_B670:Christensenellaceae	14980	0.61445148
16824	2.07272727	9.92E-04	0.48245614	0	10	4	Western Lowland Gorilla	FALSE	ASV_B538:Anaerofustis	137.7	ASV_B538	10	0	0	0.78545455	FALSE	0	ASV_B538:Anaerofustis	23186	0.5602459
16835	2.16	0.00226539	0.46296296	0	8	4	Western Lowland Gorilla	FALSE	ASV_B537:Lachnospiraceae	127.5	ASV_B537	8	0	0	0.768	FALSE	0	ASV_B537:Lachnospiraceae	36624	0.54059829
16837	2	0.00182689	0.5	0	13	4	Western Lowland Gorilla	FALSE	ASV_B245:Lachnospiraceae	124.3846154	ASV_B245	13	0	0	0.8	FALSE	0	ASV_B245:Lachnospiraceae	37304	0.49157217
16839	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B167:Lachnospiraceae	133.3333333	ASV_B167	12	0	0	0.79854545	FALSE	0	ASV_B167:Lachnospiraceae	34114	0.52722444
16841	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B673:Lachnospiraceae	132.5	ASV_B673	12	0	0	0.8	FALSE	0	ASV_B673:Lachnospiraceae	36652	0.5218254
16843	2.05818182	0.00107786	0.48586572	0	10	4	Western Lowland Gorilla	FALSE	ASV_B588:Lachnospiraceae	139.9	ASV_B588	10	0	0	0.78836364	FALSE	0	ASV_B588:Lachnospiraceae	25296	0.56463415
16847	2.27636364	1.82E-04	0.43929712	0	4	4	Western Lowland Gorilla	FALSE	ASV_B262:Lachnospiraceae	169.25	ASV_B262	4	0	0	0.74472727	FALSE	0	ASV_B262:Lachnospiraceae	3492	0.75788288
16849	2.08727273	9.21E-04	0.47909408	0	10	4	Western Lowland Gorilla	FALSE	ASV_B318:Lachnospiraceae	138.4	ASV_B318	10	0	0	0.78254545	FALSE	0	ASV_B318:Lachnospiraceae	21770	0.5677686
16856	2.13818182	0.00136122	0.46768707	0	8	4	Western Lowland Gorilla	FALSE	ASV_B400:Lachnospiraceae	132.625	ASV_B400	8	0	0	0.77236364	FALSE	0	ASV_B400:Lachnospiraceae	15456	0.55537975
16869	2.22545455	3.07E-04	0.44934641	0	5	4	Western Lowland Gorilla	FALSE	ASV_B672:Lachnospiraceae	163	ASV_B672	5	0	0	0.75490909	FALSE	0	ASV_B672:Lachnospiraceae	6232	0.71052632
16876	2.36363636	6.82E-05	0.42307692	0	2	4	Western Lowland Gorilla	FALSE	ASV_B650:Lachnospiraceae	162	ASV_B650	2	0	0	0.72727273	FALSE	0	ASV_B650:Lachnospiraceae	1176	0.75943396
16895	2.24	2.79E-04	0.44642857	0	5	4	Western Lowland Gorilla	FALSE	ASV_B403:Lachnospiraceae	161.8	ASV_B403	5	0	0	0.752	FALSE	0	ASV_B403:Lachnospiraceae	5656	0.71150442
16903	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B688:Lachnospiraceae	194.5	ASV_B688	2	0	0	0.72872727	FALSE	0	ASV_B688:Lachnospiraceae	476	0.9084507
16910	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B500:Lachnospiraceae	194.5	ASV_B500	2	0	0	0.72872727	FALSE	0	ASV_B500:Lachnospiraceae	476	0.9084507
16941	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B172:Blautia	132.5	ASV_B172	12	0	0	0.8	FALSE	0	ASV_B172:Blautia	36652	0.5218254
16954	2.03636364	0.00293498	0.49107143	0	12	4	Western Lowland Gorilla	FALSE	ASV_B521:Butyrivibrio	123.5	ASV_B521	12	0	0	0.79272727	FALSE	0	ASV_B521:Butyrivibrio	35874	0.49595142
16956	2.15272727	5.54E-04	0.46452703	0	7	4	Western Lowland Gorilla	FALSE	ASV_B204:Butyrivibrio	153	ASV_B204	7	0	0	0.76945455	FALSE	0	ASV_B204:Butyrivibrio	12100	0.6440678
16972	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B848:Butyrivibrio	208	ASV_B848	1	0	0	0.71854545	FALSE	0	ASV_B848:Butyrivibrio	0	0
16977	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B26:Coprococcus	128.3076923	ASV_B26	13	0	0	0.80290909	FALSE	0	ASV_B26:Coprococcus	40590	0.50319246
16991	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B168:Oribacterium	133.3333333	ASV_B168	12	0	0	0.79854545	FALSE	0	ASV_B168:Oribacterium	34114	0.52722444
16993	2.21090909	4.64E-04	0.45230263	0	6	4	Western Lowland Gorilla	FALSE	ASV_B564:Oribacterium	145.6666667	ASV_B564	6	0	0	0.75781818	FALSE	0	ASV_B564:Oribacterium	9706	0.63173217
17011	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B140:Lachnospiraceae	128.3076923	ASV_B140	13	0	0	0.80290909	FALSE	0	ASV_B140:Lachnospiraceae	40590	0.50319246
17013	2.01454545	0.0014816	0.49638989	0	12	4	Western Lowland Gorilla	FALSE	ASV_B173:Lachnospiraceae	128.75	ASV_B173	12	0	0	0.79709091	FALSE	0	ASV_B173:Lachnospiraceae	35124	0.511
17015	2.06545455	0.0011569	0.48415493	0	11	4	Western Lowland Gorilla	FALSE	ASV_B319:Lachnospiraceae	132	ASV_B319	11	0	0	0.78690909	FALSE	0	ASV_B319:Lachnospiraceae	27330	0.53688525
17017	2.17454545	5.84E-04	0.45986622	0	7	4	Western Lowland Gorilla	FALSE	ASV_B281:Lachnospiraceae	144.2857143	ASV_B281	7	0	0	0.76509091	FALSE	0	ASV_B281:Lachnospiraceae	12324	0.61496015
17019	2.09454545	8.54E-04	0.47743056	0	9	4	Western Lowland Gorilla	FALSE	ASV_B494:Lachnospiraceae	144.3333333	ASV_B494	9	0	0	0.78109091	FALSE	0	ASV_B494:Lachnospiraceae	19834	0.5922865
17050	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B463:Lachnospiraceae	194.5	ASV_B463	2	0	0	0.72872727	FALSE	0	ASV_B463:Lachnospiraceae	476	0.9084507
17065	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B787:Lachnospiraceae	208	ASV_B787	1	0	0	0.71854545	FALSE	0	ASV_B787:Lachnospiraceae	0	0
17073	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B546:Peptococcus	194.5	ASV_B546	2	0	0	0.72872727	FALSE	0	ASV_B546:Peptococcus	476	0.9084507
17076	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B104:Ruminococcaceae	128.3076923	ASV_B104	13	0	0	0.80290909	FALSE	0	ASV_B104:Ruminococcaceae	40590	0.50319246
17078	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B68:Ruminococcaceae	128.3076923	ASV_B68	13	0	0	0.80290909	FALSE	0	ASV_B68:Ruminococcaceae	40590	0.50319246
17080	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B46:Ruminococcaceae	132.5	ASV_B46	12	0	0	0.8	FALSE	0	ASV_B46:Ruminococcaceae	36652	0.5218254
17082	2	0.0015267	0.5	0	12	4	Western Lowland Gorilla	FALSE	ASV_B70:Ruminococcaceae	132.5	ASV_B70	12	0	0	0.8	FALSE	0	ASV_B70:Ruminococcaceae	36652	0.5218254
17084	2.09454545	9.91E-04	0.47743056	0	10	4	Western Lowland Gorilla	FALSE	ASV_B950:Ruminococcaceae	132.9	ASV_B950	10	0	0	0.78109091	FALSE	0	ASV_B950:Ruminococcaceae	22696	0.5473029
17086	2.08	8.99E-04	0.48076923	0	9	4	Western Lowland Gorilla	FALSE	ASV_B143:Ruminococcaceae	145.5555556	ASV_B143	9	0	0	0.784	FALSE	0	ASV_B143:Ruminococcaceae	20942	0.5924408
17092	2.06545455	0.00364522	0.48415493	0	12	4	Western Lowland Gorilla	FALSE	ASV_B771:Ruminococcaceae	114.9166667	ASV_B771	12	0	0	0.78690909	FALSE	0	ASV_B771:Ruminococcaceae	32580	0.46879287
17100	2.25454545	2.66E-04	0.44354839	0	5	4	Western Lowland Gorilla	FALSE	ASV_B559:Ruminococcaceae	155.8	ASV_B559	5	0	0	0.74909091	FALSE	0	ASV_B559:Ruminococcaceae	5546	0.69107143
17141	2.31272727	9.51E-05	0.43238994	0	3	4	Western Lowland Gorilla	FALSE	ASV_B302:Ruminococcaceae	181.3333333	ASV_B302	3	0	0	0.73745455	FALSE	0	ASV_B302:Ruminococcaceae	1646	0.82721713
17147	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B314:Ruminococcaceae	194.5	ASV_B314	2	0	0	0.72872727	FALSE	0	ASV_B314:Ruminococcaceae	476	0.9084507
17169	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B509:Ruminococcaceae	208	ASV_B509	1	0	0	0.71854545	FALSE	0	ASV_B509:Ruminococcaceae	0	0
17179	2.00727273	0.00140737	0.49818841	0	12	4	Western Lowland Gorilla	FALSE	ASV_B213:Faecalibacterium prausnitzii	133.3333333	ASV_B213	12	0	0	0.79854545	FALSE	0	ASV_B213:Faecalibacterium prausnitzii	34114	0.52722444
17192	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B44:Oscillospira	128.3076923	ASV_B44	13	0	0	0.80290909	FALSE	0	ASV_B44:Oscillospira	40590	0.50319246
17194	2.03636364	0.00126762	0.49107143	0	11	4	Western Lowland Gorilla	FALSE	ASV_B275:Oscillospira	135.4545455	ASV_B275	11	0	0	0.79272727	FALSE	0	ASV_B275:Oscillospira	30080	0.54215543
17196	2.04363636	0.00115523	0.48932384	0	11	4	Western Lowland Gorilla	FALSE	ASV_B496:Oscillospira	136.3636364	ASV_B496	11	0	0	0.79127273	FALSE	0	ASV_B496:Oscillospira	27700	0.54803092
17219	2.31272727	9.51E-05	0.43238994	0	3	4	Western Lowland Gorilla	FALSE	ASV_B941:Oscillospira	181.3333333	ASV_B941	3	0	0	0.73745455	FALSE	0	ASV_B941:Oscillospira	1646	0.82721713
17234	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B77:Ruminococcus	128.3076923	ASV_B77	13	0	0	0.80290909	FALSE	0	ASV_B77:Ruminococcus	40590	0.50319246
17244	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B395:Ruminococcus	194.5	ASV_B395	2	0	0	0.72872727	FALSE	0	ASV_B395:Ruminococcus	476	0.9084507
17251	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B298:Ruminococcaceae	128.3076923	ASV_B298	13	0	0	0.80290909	FALSE	0	ASV_B298:Ruminococcaceae	40590	0.50319246
17256	2.22545455	3.07E-04	0.44934641	0	5	4	Western Lowland Gorilla	FALSE	ASV_B877:Ruminococcaceae	163	ASV_B877	5	0	0	0.75490909	FALSE	0	ASV_B877:Ruminococcaceae	6232	0.71052632
17259	2.30545455	1.53E-04	0.43375394	0	4	4	Western Lowland Gorilla	FALSE	ASV_B770:Ruminococcaceae	156	ASV_B770	4	0	0	0.73890909	FALSE	0	ASV_B770:Ruminococcaceae	2954	0.71100917
17267	2.35636364	3.24E-05	0.42438272	0	2	4	Western Lowland Gorilla	FALSE	ASV_B394:Ruminococcaceae	194.5	ASV_B394	2	0	0	0.72872727	FALSE	0	ASV_B394:Ruminococcaceae	476	0.9084507
17279	1.97090909	0.00327853	0.50738007	0	15	3	Western Lowland Gorilla	FALSE	ASV_B572:Clostridiales	112.8	ASV_B572	15	0	0	0.80581818	FALSE	0	ASV_B572:Clostridiales	47540	0.44189723
17282	2	0.00249423	0.5	0	13	4	Western Lowland Gorilla	FALSE	ASV_B110:Clostridiales	123.6153846	ASV_B110	13	0	0	0.8	FALSE	0	ASV_B110:Clostridiales	37456	0.48850751
17284	2.23272727	3.08E-04	0.44788274	0	5	4	Western Lowland Gorilla	FALSE	ASV_B805:Clostridiales	158.6	ASV_B805	5	0	0	0.75345455	FALSE	0	ASV_B805:Clostridiales	6342	0.69427313
17286	2.07272727	9.70E-04	0.48245614	0	9	4	Western Lowland Gorilla	FALSE	ASV_B306:Clostridiales	143	ASV_B306	9	0	0	0.78545455	FALSE	0	ASV_B306:Clostridiales	22278	0.57959184
17325	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B874:Clostridiales	208	ASV_B874	1	0	0	0.71854545	FALSE	0	ASV_B874:Clostridiales	0	0
17327	2.18181818	4.92E-04	0.45833333	0	7	4	Western Lowland Gorilla	FALSE	ASV_B424:Erysipelotrichaceae	149.1428571	ASV_B424	7	0	0	0.76363636	FALSE	0	ASV_B424:Erysipelotrichaceae	10894	0.6385468
17335	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B332:Eubacterium biforme	208	ASV_B332	1	0	0	0.71854545	FALSE	0	ASV_B332:Eubacterium biforme	0	0
17337	2.31272727	9.51E-05	0.43238994	0	3	4	Western Lowland Gorilla	FALSE	ASV_B86:Eubacterium cylindroides	181.3333333	ASV_B86	3	0	0	0.73745455	FALSE	0	ASV_B86:Eubacterium cylindroides	1646	0.82721713
17341	2.08	0.00185579	0.48076923	0	10	4	Western Lowland Gorilla	FALSE	ASV_B565:Asteroleplasma anaerobium	126.2	ASV_B565	10	0	0	0.784	FALSE	0	ASV_B565:Asteroleplasma anaerobium	24286	0.51522634
17352	2.15272727	6.25E-04	0.46452703	0	8	4	Western Lowland Gorilla	FALSE	ASV_B274:Bulleidia	141	ASV_B274	8	0	0	0.76945455	FALSE	0	ASV_B274:Bulleidia	13864	0.59574468
17361	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B85:L7A_E11	128.3076923	ASV_B85	13	0	0	0.80290909	FALSE	0	ASV_B85:L7A_E11	40590	0.50319246
17375	1.98545455	0.00167629	0.503663	0	13	3	Western Lowland Gorilla	FALSE	ASV_B79:p-75-a5	128.3076923	ASV_B79	13	0	0	0.80290909	FALSE	0	ASV_B79:p-75-a5	40590	0.50319246
17377	2.10181818	8.79E-04	0.47577855	0	9	4	Western Lowland Gorilla	FALSE	ASV_B179:p-75-a5	141.1111111	ASV_B179	9	0	0	0.77963636	FALSE	0	ASV_B179:p-75-a5	19878	0.58137391
17382	2.23272727	2.93E-04	0.44788274	0	5	4	Western Lowland Gorilla	FALSE	ASV_B596:p-75-a5	161.8	ASV_B596	5	0	0	0.75345455	FALSE	0	ASV_B596:p-75-a5	5864	0.70837004
17405	2.95272727	0	0.33866995	0	1	4	Western Lowland Gorilla	FALSE	ASV_B220:RFN20	133	ASV_B220	1	0	0	0.60945455	FALSE	0	ASV_B220:RFN20	0	0
17407	2.95272727	0	0.33866995	0	1	4	Western Lowland Gorilla	FALSE	ASV_B421:RFN21	133	ASV_B421	1	0	0	0.60945455	FALSE	0	ASV_B421:RFN21	0	0
17409	2.95272727	0	0.33866995	0	1	4	Western Lowland Gorilla	FALSE	ASV_B106:RFN22	133	ASV_B106	1	0	0	0.60945455	FALSE	0	ASV_B106:RFN22	0	0
17411	2.95272727	0	0.33866995	0	1	4	Western Lowland Gorilla	FALSE	ASV_B149:RFN23	133	ASV_B149	1	0	0	0.60945455	FALSE	0	ASV_B149:RFN23	0	0
17413	3.2	0	0.3125	0	1	5	Western Lowland Gorilla	FALSE	ASV_B220:RFN24	100	ASV_B220	1	0	0	0.56	FALSE	0	ASV_B220:RFN24	0	0
17415	3.2	0	0.3125	0	1	5	Western Lowland Gorilla	FALSE	ASV_B106:RFN25	100	ASV_B106	1	0	0	0.56	FALSE	0	ASV_B106:RFN25	0	0
17417	3.2	0	0.3125	0	1	5	Western Lowland Gorilla	FALSE	ASV_B421:RFN26	100	ASV_B421	1	0	0	0.56	FALSE	0	ASV_B421:RFN26	0	0
17419	3.2	0	0.3125	0	1	5	Western Lowland Gorilla	FALSE	ASV_B271:RFN27	100	ASV_B271	1	0	0	0.56	FALSE	0	ASV_B271:RFN27	0	0
17421	3.03272727	0	0.32973621	0	1	5	Western Lowland Gorilla	FALSE	ASV_B106:RFN28	123	ASV_B106	1	0	0	0.59345455	FALSE	0	ASV_B106:RFN28	0	0
17423	3.03272727	0	0.32973621	0	1	5	Western Lowland Gorilla	FALSE	ASV_B271:RFN29	123	ASV_B271	1	0	0	0.59345455	FALSE	0	ASV_B271:RFN29	0	0
17425	3.03272727	0	0.32973621	0	1	5	Western Lowland Gorilla	FALSE	ASV_B220:RFN30	123	ASV_B220	1	0	0	0.59345455	FALSE	0	ASV_B220:RFN30	0	0
17427	3.03272727	0	0.32973621	0	1	5	Western Lowland Gorilla	FALSE	ASV_B421:RFN31	123	ASV_B421	1	0	0	0.59345455	FALSE	0	ASV_B421:RFN31	0	0
17429	3.00363636	0	0.33292978	0	1	5	Western Lowland Gorilla	FALSE	ASV_B106:RFN32	129	ASV_B106	1	0	0	0.59927273	FALSE	0	ASV_B106:RFN32	0	0
17431	3.00363636	0	0.33292978	0	1	5	Western Lowland Gorilla	FALSE	ASV_B220:RFN33	129	ASV_B220	1	0	0	0.59927273	FALSE	0	ASV_B220:RFN33	0	0
17433	3.00363636	0	0.33292978	0	1	5	Western Lowland Gorilla	FALSE	ASV_B421:RFN34	129	ASV_B421	1	0	0	0.59927273	FALSE	0	ASV_B421:RFN34	0	0
17435	3.00363636	0	0.33292978	0	1	5	Western Lowland Gorilla	FALSE	ASV_B149:RFN35	129	ASV_B149	1	0	0	0.59927273	FALSE	0	ASV_B149:RFN35	0	0
17437	3.00363636	0	0.33292978	0	1	5	Western Lowland Gorilla	FALSE	ASV_B271:RFN36	129	ASV_B271	1	0	0	0.59927273	FALSE	0	ASV_B271:RFN36	0	0
17439	3.07636364	0	0.3250591	0	1	4	Western Lowland Gorilla	FALSE	ASV_B220:RFN37	116	ASV_B220	1	0	0	0.58472727	FALSE	0	ASV_B220:RFN37	0	0
17441	3.07636364	0	0.3250591	0	1	4	Western Lowland Gorilla	FALSE	ASV_B271:RFN38	116	ASV_B271	1	0	0	0.58472727	FALSE	0	ASV_B271:RFN38	0	0
17443	3.07636364	0	0.3250591	0	1	4	Western Lowland Gorilla	FALSE	ASV_B106:RFN39	116	ASV_B106	1	0	0	0.58472727	FALSE	0	ASV_B106:RFN39	0	0
17445	3.07636364	0	0.3250591	0	1	4	Western Lowland Gorilla	FALSE	ASV_B421:RFN40	116	ASV_B421	1	0	0	0.58472727	FALSE	0	ASV_B421:RFN40	0	0
17447	3.07636364	0	0.3250591	0	1	4	Western Lowland Gorilla	FALSE	ASV_B149:RFN41	116	ASV_B149	1	0	0	0.58472727	FALSE	0	ASV_B149:RFN41	0	0
17449	3.11272727	0	0.32126168	0	1	5	Western Lowland Gorilla	FALSE	ASV_B220:RFN42	112	ASV_B220	1	0	0	0.57745455	FALSE	0	ASV_B220:RFN42	0	0
17451	3.11272727	0	0.32126168	0	1	5	Western Lowland Gorilla	FALSE	ASV_B106:RFN43	112	ASV_B106	1	0	0	0.57745455	FALSE	0	ASV_B106:RFN43	0	0
17453	3.38181818	0	0.29569892	0	1	5	Western Lowland Gorilla	FALSE	ASV_B106:RFN44	78	ASV_B106	1	0	0	0.52363636	FALSE	0	ASV_B106:RFN44	0	0
17455	2.79272727	0	0.35807292	0	1	4	Western Lowland Gorilla	FALSE	ASV_B106:RFN45	155	ASV_B106	1	0	0	0.64145455	FALSE	0	ASV_B106:RFN45	0	0
17457	2.60363636	0	0.38407821	0	1	4	Western Lowland Gorilla	FALSE	ASV_B106:RFN46	181	ASV_B106	1	0	0	0.67927273	FALSE	0	ASV_B106:RFN46	0	0
17459	2.79272727	0	0.35807292	0	1	4	Western Lowland Gorilla	FALSE	ASV_B271:RFN47	155	ASV_B271	1	0	0	0.64145455	FALSE	0	ASV_B271:RFN47	0	0
17461	2.60363636	0	0.38407821	0	1	4	Western Lowland Gorilla	FALSE	ASV_B271:RFN48	181	ASV_B271	1	0	0	0.67927273	FALSE	0	ASV_B271:RFN48	0	0
17463	2.60363636	0	0.38407821	0	1	4	Western Lowland Gorilla	FALSE	ASV_B220:RFN49	181	ASV_B220	1	0	0	0.67927273	FALSE	0	ASV_B220:RFN49	0	0
17465	2.79272727	0	0.35807292	0	1	4	Western Lowland Gorilla	FALSE	ASV_B220:RFN50	155	ASV_B220	1	0	0	0.64145455	FALSE	0	ASV_B220:RFN50	0	0
17467	2.79272727	0	0.35807292	0	1	4	Western Lowland Gorilla	FALSE	ASV_B421:RFN51	155	ASV_B421	1	0	0	0.64145455	FALSE	0	ASV_B421:RFN51	0	0
17469	2.60363636	0	0.38407821	0	1	4	Western Lowland Gorilla	FALSE	ASV_B421:RFN52	181	ASV_B421	1	0	0	0.67927273	FALSE	0	ASV_B421:RFN52	0	0
17471	2.60363636	0	0.38407821	0	1	4	Western Lowland Gorilla	FALSE	ASV_B149:RFN53	181	ASV_B149	1	0	0	0.67927273	FALSE	0	ASV_B149:RFN53	0	0
17473	2.60363636	0	0.38407821	0	1	4	Western Lowland Gorilla	FALSE	ASV_B283:RFN54	181	ASV_B283	1	0	0	0.67927273	FALSE	0	ASV_B283:RFN54	0	0
17475	2.79272727	0	0.35807292	0	1	4	Western Lowland Gorilla	FALSE	ASV_B149:RFN55	155	ASV_B149	1	0	0	0.64145455	FALSE	0	ASV_B149:RFN55	0	0
17477	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B106:RFN56	208	ASV_B106	1	0	0	0.71854545	FALSE	0	ASV_B106:RFN56	0	0
17479	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B220:RFN57	208	ASV_B220	1	0	0	0.71854545	FALSE	0	ASV_B220:RFN57	0	0
17481	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B271:RFN58	208	ASV_B271	1	0	0	0.71854545	FALSE	0	ASV_B271:RFN58	0	0
17483	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B421:RFN59	208	ASV_B421	1	0	0	0.71854545	FALSE	0	ASV_B421:RFN59	0	0
17485	2.40727273	0	0.41540785	0	1	4	Western Lowland Gorilla	FALSE	ASV_B149:RFN60	208	ASV_B149	1	0	0	0.71854545	FALSE	0	ASV_B149:RFN60	0	0
17487	2.88727273	0	0.34634761	0	1	4	Western Lowland Gorilla	FALSE	ASV_B106:RFN61	142	ASV_B106	1	0	0	0.62254545	FALSE	0	ASV_B106:RFN61	0	0
