ITS	Kingdom	Phylum	Class	Order	Family	Genus	Species
d399fedbae4d6dff692b606c2620fd8a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6f2b0dece282c5fce142747debc2a944	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
848587ea48f97cce5eeba4055d5067d5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c059f045198b32bfa6ee275ea3552c29	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
39ea22478121b77f449f11e46cb1d904	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
10fc400be12bc2393e38e8eb6c8a28fd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
279753e08c81f06ec4ffe1cbb01964e2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a8c1fe6562c85926603318be12e77127	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ab118ecd28a79300c6a21e2a37f89dc4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0dc459b5d9e296e3b48ab1b5b5fa5fbe	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ecb4fad4511a3d77fcfd3b7957ffcb4e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6f440b544eea8461ef2e620ce8358d06	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0e17c497515b126c53a1b1dc82633608	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
556318a31d752b542b4adb1df227391f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0e5e71a987a95ec6ba31c7aaca833283	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9c97fb0452ecf87ef0768c62ece802b7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d9815427b75401257b74ff4179c15698	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
392c9ef72abbbe469df9490a46ac57db	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0f585e1f3099d77fe0160258f2420241	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
22187668a54b5b5f924587b3aa32e946	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7575c0a5e315d647e5f3202322c17cf7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c6bb977d4c91cf82e4243a92dd3fdd69	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
30bd26856d00cd3656e46eeb4a0aa814	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
40770c266e9d5551b9cee5567faca8b1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
61dc0c96911f3ffe0eede5851d9fa461	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7c7e049fce21ed4729657a5fb68c7382	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7d36eafb20566ded12e9b91228665d19	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9576d5dab2b29ae2d20b65384618b01b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e0286956a40cdd7bc4f7f3e6e57fe24c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ba4a1943b06d9dd5f7cf783e7a0336bc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
288635ab2cbf6dc026c9d797333585e4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e907ad9f529b83b6e89e217a1a386b71	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c7171dab0087a21c4849ba18030c53c1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
991adf0ec8f6c8d30c96740d100c11fb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
216543c3c90801f16447f67f3f2e92eb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
40f725a28b7ef154974d685e6759aa15	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c47146bf994d2c1129f882224d04be01	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
bf4daced3baf8f87b9f49ed79d377b71	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
efb31561a77f05825dc51839de2ca09b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
cb76eb3fa5edd9bd744d9756929dc039	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
912652a52c7ddd619b5637d7e924a467	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0abf418100e1ea762abbd67df2c6bd9c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
376c44dc6a27b56c4b9c21e4716d27da	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
42a31fd00ce65807484fbfceac2f7985	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
15fe7655074a6ca5fd8cdb169460a28a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
faeba3de2d553dbfba91a625b99cca5e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
75a99b66aa135cde7fb9383fdc4237a3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
437a74c11d420edf37ab389c2322f13e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1278f216ed403c82af491c4def5d24c5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ff8a87ccc9c38795f032afe47047a938	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0567bc27a4362bfcb07254d0018f953c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
65e1bbc910787c79a4ef17966b5f2398	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
61111d7d2869c3685ad97fa6c55616f4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ebb6dab81b5ae00fbdbbf50ee6101b94	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
62f1d9d05ed6f71785f819131fce2d10	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
44ccf84bd15730652fc589c7fe5dd637	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
05a9777a109723dfef3cbe64a333b7b9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
798c108005eec9b85c617e1f6e54973f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
77012afe3f3787acf348bfeef3d9672e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8a770c5bd3be399dca9046907cfa17e6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d3f7e90d9881b62b5677bdc6f1b258ed	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1a1485f795ea1fe6c10114d812196668	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ce9c576c146f1b3687932900cad9bbe6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
414ab68ba6be4ff475d047a3a349715f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b77579665234578b2ce4f506f293b23e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c10baf05279ac328de45ec50da03e61a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5cde0e2f89c8af81a9ec0ceb700e739a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6996bcfe50ff700b60e09e489ee5d418	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8641c170ff1c78c4a49112ecf8cd1fe0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d03bfd8cea3040759867d288b0d404ef	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c543245bb9e1c514ea2aef39708e7391	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
80d3227e51dadac89911c2a4b96089f4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2661f62b3c0b015e56e60d56117cc5ff	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
65c0c5e45af3fe6f0f7ac682e7338010	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8bd5e45e7f3bb5a9f5d19359ade8cae3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
84f0baa5394999da0040044036b91c6e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d31317d456f5e5dc0fbf077a89b138a6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f0efb1a2fbcae5f930a6e89d84ae1cf1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b02b3c16d1204a30a6b7029c4f7b33d3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
93fee99301bbfc27ca1a2a5da68051dd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
09883be44d88a83e09b8b45f6b932942	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
737e7e8fd9be73c43ae66624aa1bb62b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
32045e09a96ecedc1a9a755b66572702	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
144d1276debb7e4be30e1ae996e2d37b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a111e1c6fc49cef23179fab488321c9b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e6747787b0b43ba1bc3c387dc92bd538	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e8bdd1d0cb300f87018ea7dd217b4abd	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
89b3fb49c07b27c935307c3ce61e5da8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
704f93ea9c111bfdbf1d68095660bc8f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f2e9f432863ed83d1ae9469d43c983de	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6e6a0b03de59db7e0b96fa8ed7be2e4d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
830b46d27843db9bd0ece1a9f676999a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0efd39c98e2a5e2c77a42c30d927f77e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4a124ac4ccc30c002d36f2fe0a6e1b4a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1ee863756df5041d5d6434cadce94948	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ca31721bf5bad5fe2020de502bfe7fab	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
630a469559ec4c95386e8945b240727d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
19c74fababc550b06d2e3116dc8aaa6d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c654af0bd467044b82d26c789340acf9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1c4d7c2d5f28b9d3eafbbca879e536b3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b08198f964ff1a355d67629223b351c8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f59e5698eba0404f2ddf42c14c39ea8b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
370a08f73bd096ddcfee5c184925c7a2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b8f33c10393b4aeff8d185828baef248	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d35f58bb159aa19aa0649c70be8314ff	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d2d526bc58501cb81067c592c712d270	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ad2892694bb5cfa91b60b727f0093d7a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a6876c5b86ce55b9e03e083db8d4bd8f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
07954712966b2738c35d3bb69fa663d1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d7a70f5e03eefd8a4a5d9cc345db4d7f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
dca82691df9adc6b4019c1ade259ae8e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d844484d93661122bf86114557fa533e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7df812ff21d7c86bc07e7f6a58fa0565	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
63c8ff18ba9be3dcff6dfcf06befe928	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d25e40caf7e76630351fae6346d624dc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
415a884a3a55a0a9ad7b125cee1ffa75	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
138331a601127668486386cb9bad811c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f2742d096364e0452b42bbc73f937f81	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d90f4cfeb27e0d1f69da672632327c0b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ffbb8baa55fe5c6e3d821629771dc264	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b75640ce26d93d32df4b748579742c6a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8f34e818c4260d238984391bb7f0c6a3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7543d11871d1024b967009c3dc1f6f09	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e3dce971f338d42537f6760ba5c2094b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8ebee248063db65f1bbe1f56d0418091	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2076208d1942550f5c27e0274b38d6eb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
72c5f25d285451575d73e9f440faa880	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5d52d58314921d7cea27b15f1cbc8c88	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
61418c45744ed8a15f7fecce4a5b0f2e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1849d54c9157b9dc786b005be3a1f0c3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
474b26af072240282a356704debfc49b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
03445dd00ea0dc8208176e44b484b3c8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3bc468258b506e666ae544d815874662	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fddeeaa760e5b2c0e26116c2599e6cba	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
27157b5bd527fe76233beb0c8291d820	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3439cc6a8942f0c3e38b45ff53e8fb0d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b21ed43a676429af7c69a9204bc9d644	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
525d2af2b15f0bcbb442b24268844388	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
13999bd491df88b13312071656140d5e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e9fe29934ded9cd72d113301319c1e73	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ed8db7532462749bb020bb3ac665182c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
36ffc671186421b10fb64022872e0861	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5a2a66be81447d9caf1774960ff501c6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1aa3d5bca113183bf08c2f95f45aec99	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
293f73bc955edb494d49d6a952a5df8d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
cabb45622ab488f679f59f8b038499ef	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6bf4d87fa9a1f27b0eaf1d9c58e41505	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6a44b7d3c725d6de009ed712b888da8c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8c99fa7278760f634e2cc0d788db95aa	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a5f71608c91d9f6e0d64ebe41e88f822	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8b7e910f6fcd0e8d86319d7bccf3689d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e49e96eade0aaf1f185e590e28927a88	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7255afa0ea41b2aafba0a771a514b7e9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fdefed3467061013ed1e4c75c5643cf1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ea9bcb614bd11d6234782ea81979c5e6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0792f5750b44e848d06185088ff8bcf4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c62f879ced3ffb19555a085910de4079	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e25d07e25c837e91542a72ba30c99dec	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fd8d2d7c8564253d2841c2e11c95aa53	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6dd0b5085b928f7c3c54ce3f9e096f9a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
26c3e8f9795cce54bb713dc620a3eccb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a3545753828d87d85b2e234cc4525a8b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
75ecace1f330c0dd9b27a8342e7da600	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7190a3321b2751451a9e25dba581b22d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
267566c9c411f092ea22908460c5da23	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7aeb52e374ce1172670c1b7bc82f3462	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
66912710285142f1b788df26010b864f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d2861e4c5739bb0bdad2d81fca0d158a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3f50b6bded93a648d21b4585a6724dec	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c643274d0c2890aef56bb8fbf14dc62b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
238609c29caaf486662b9fbf9d7c9866	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e24620bef8d17520e7a42231c1b78c7a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c68858eb71c15961fa8cea2a62349aee	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
032fb2f340c95499ff36d2d69d088dfb	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
462a26b435f3f22292586ae28b2bbee9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
202e8766332436f788e7c98cf5f99710	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5dab68cc2a8b93569cc285c2b9de43f6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a78d2aeb38b102e77619371641b3fda9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
16020f7508c420fb651b850df25b94b4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c0823e4890e933be9865584f6dcb9826	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5a3ebf02464d7641478a3cdd1bb891d5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9da44db6dcd963661b6f1f5fef1e41a4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ea20e2f6ca3a06738489c0068a8c37e3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
bdb5e866d0bc58483b92ba5b4e80b823	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
557e5f7ccf56a774b9b4d6455e609ad7	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fa17ff335549baed2de6e8fae93f6a98	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
94af65d8b905f474c247025635847788	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
25c2822f2759905cf392628018edcf88	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9ac2c02f3c8398a0f8f4d572852877c6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c0099d6c4f7de79971517cba2ccd3be8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5d015ee507f9476efa8e74777332cd63	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d17301db9d355a4587f74887d7870e4e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
a482488aefbbffd81abb2b8af73e5a76	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ec036760aa4e75449f82936311396df5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d19e6af1b6c81d2b4408a7f98beb6b46	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
387ac87603a5341e2c7219cc6b186833	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4fd251fcc7a0a92db0219e1082626f18	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b8c28bc9001188b74baca9524edec06b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b2a0b52aec837a12af75323e08932d24	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ebbdb3e7f3f322c3617fb0bc6bded10e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8f4e190a94940aa599ecf7a1d46c8f80	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
0c1470d89e5bd4fc67816f16db96c8df	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ecfda1b5347cc817a7efd06b56c0c7e0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f98a8036b6e09b41214a83b3c0a1d172	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6c07e64543701ca8fb9c51372abf53d3	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9488f3b73c6cdb15118dd8403c60186a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fd4b65372c4af48fbb6aef1088b5190b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
99cfaa45d8a0ca93f76e39b25a666278	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e5888371298672941bbf60aef2931036	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e3398a00c8fe4fb19484cb665c489282	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
8842eaa830ce599be8f982298b7a5dd4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9719779e03936960273a69a3ff8283a9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c61ede11f7c22cd0047be529bf352410	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
48e12942a11142e806d6c7192def0029	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2050f7b8058e860b6d89e6838f25db2f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
fe50f54f39a9e0fc6e8e45869f022d37	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5d979b173a8d6c69d38c64b003944750	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6f3cee1612ad13e9a7cd2e36842bcc6f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
7aef79a4b1b6169a1642e258066dc9c0	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
42f8ecdf1afea9ae0be54ac47f1f13e2	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
277b8878fec727ba4360d3a15405ec6b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c0d2dbaa39abb451ac8f047d68cb87e5	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
87d21dbbab780664d78bee3d7452db6f	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
f5ab0710dd1f0ce1a8ef3ead422729e9	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
dc00dfa29a5dc7222d6174d8741539cc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
37245b43706b88f4840c7eec7bcb1283	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e082030958672eb5d518f06f4569ae65	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
9de2163936c1011ce079bc0a297531ad	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3f7dd608653d004483a2fee3a56b2917	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
20a3b7a495fc08363f2f7ed4ceea467a	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b85c86cfbac8132820639d09cf8403db	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
2a360f650796ce56492647df034c790c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
5da53fdbe0b9eeee56b005a12c91d290	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
05552d3e2659fc3c68eb6cd57e83f12c	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
6690ea0e8ffad421ffc9d23f7cfc4ed1	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
c9c1f69083107ee673320ef880fdb32b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
480be8ab225aa82e7688a237902f144b	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
b190d67cdd5dadea25ea6e79fa0a0aa6	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
d7782e68870cc8607b6b2433524ef833	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
54332cce3da4a33ce21c68cf057affe4	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
4d72a9d2b227136fe95a2895b9c5208d	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
002ad0a4943ed232552196ec1e984bc8	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
1cb818f539b89b84fee7a286c1d5af41	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
3215ee8545cf9e2d3910d8e54f312ebc	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
e2bc3c3dcde6976043de4666cd77494e	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
